,id,mention,cui,start_index,end_index,sentence,uniq_cui
4897,4897,dialkylsulfaten,['C3536965'],68,83,Op industriële schaal worden in plaats van alkylhalogeniden ook wel dialkylsulfaten (bijvoorbeeld di-ethylsulfaat) aangewend om een alkylgroep in te voeren.,C3536965
4898,4898,gesensibiliseerde,['C3839736'],39,56,Bij dit zogenaamde contacteczeem komen gesensibiliseerde T-lymfocyten in het geweer tegen de verbinding van nikkel met een lichaamseigen eiwit.,C3839736
4899,4899,atomen,['C0567415'],83,89,"De standaard (baryonische) materie wordt hoofdzakelijk aangetroffen in de vorm van atomen of ionen (plasma), hoewel er ook verschillende ongewone vormen van materie worden aangetroffen (waaronder in witte dwergen en neutronensterren).",C0567415
4900,4900,cara,['C0024117'],42,46,"(26 juli 1985) geboren, die aan de ziekte cara bleek te lijden.",C0024117
4901,4901,sacrale wervels,['C3669209'],31,46,"Er zijn misschien slechts vijf sacrale wervels, hoewel het ontbreken van een compleet sacrum dit onzeker maakt.",C3669209
4902,4902,sacrum,['C3669209'],86,92,"Er zijn misschien slechts vijf sacrale wervels, hoewel het ontbreken van een compleet sacrum dit onzeker maakt.",C3669209
4903,4903,monomeren,['C0596973'],49,58,"In de gasfase komt telluurtetrachloride voor als monomeren, waarvan de zogenaamde ""seesaw""-structuur vergelijkbaar is met die van zwaveltetrafluoride.",C0596973
4904,4904,Achondroplasie,['C0001080'],23,37,"Balawing had de ziekte Achondroplasie, wat de oorzaak was van zijn geringe lengte.",C0001080
4905,4905,Aids,['C0001175'],28,32,Zij is nu doodsbang dat zij Aids kan hebben,C0001175
4906,4906,schoudergewricht,['C0037004'],46,62,"Boven de richel op het schouderblad boven het schoudergewricht bevindt zich een driehoekige uitholling als aanhechting voor de ""Musculus scapulotriceps"".",C0037004
4907,4907,polymere,['C0032521'],69,77,"Berylliumfluoride bezit bijzonder sterke covalente bindingen met een polymere ketenvormige structuur in de vaste fase, waarbij ieder berylliumatoom tetraëdrisch omringd is door vier fluoratomen.",C0032521
4908,4908,polymere,['C0032521'],71,79,In de gasfase komt het voor als dimeer; in de vaste fase neemt het een polymere structuur aan.,C0032521
4909,4909,polymere,['C0032521'],71,79,In de gasfase komt het voor als dimeer; in de vaste fase neemt het een polymere structuur aan.,C0032521
4910,4910,metacarpus,['C0025526'],58,68,De middenhandsbeenderen en de pols zijn vergroeid tot een metacarpus.,C0025526
4911,4911,trauma,['C3203533'],55,61,"Debra blijft voorlopig bij Dexter logeren, tot ze haar trauma verwerkt heeft.",C3203533
4912,4912,symptomen,['C1457887'],32,41,Bij grotere hoeveelheden kunnen symptomen van vergiftiging optreden.,C1457887
4913,4913,blind,"['C0155020', 'C0271215', 'C0456909']",46,51,Zoals zoveel diabetici werd Andersch langzaam blind en hij kon nog slechts met moeite iets lezen.,C0155020
4914,4914,1945,['C0041936'],94,98,"Het grootste deel van de bebouwing van de wijk, zon twee derde, stamt uit de periode van voor 1945.",C0041936
4915,4915,zorgcentrum,['C0019994'],121,132,"Op de plaats van de voormalige kleuterschool ""Klimop"" (opgegaan in de Zwetteschool) aan de Parallelweg wordt in 2012 een zorgcentrum gerealiseerd.",C0019994
4916,4916,Aids,['C0001175'],51,55,"Een bekend bandlid was René Klijn, die in 1993 aan Aids zou overlijden.",C0001175
4917,4917,sternum,['C0038293'],74,81,Er zijn geen borstbeenderen aangetroffen en wellicht ontbrak een verbeend sternum volledig;,C0038293
4918,4918,darmstelsel,['C0017189'],54,65,Het bladgoud zou een medicinale werking hebben op het darmstelsel zoals men tegenwoordig kent van goudinjecties ter bestrijding van reuma.,C0017189
4919,4919,koolzuur,['C0007012'],74,82,Cold DuckCold Duck is de naam van een zoetige mousserende wijn die haar koolzuur gekregen heeft van een tweede gisting op fles.,C0007012
4920,4920,borsttering,['C0041296'],35,46,"Mathieu Kessels stierf in Rome aan borsttering, terwijl hij werkte aan het beeld ""De heilige engel Michael overwint de Hydra van de Anarchie"" voor de Kathedraal van Sint-Michiel en Sint-Goedele in Brussel.",C0041296
4921,4921,Clozapine,['C0009079'],187,196,Matt is druk aan het pakken voor een hotelovernachting en Lauren komt bij hem en vertelt hem dat zij bij de dokter is geweest en dat de dokter zegt dat zij moet stoppen met het nemen van Clozapine omdat haar bloedwaarde niet goed is.,C0009079
4922,4922,persoon,['C0086418'],112,119,"De persona (een Latijns woord dat oorspronkelijk masker betekende) is volgens deze theorie een archetype dat de persoon in staat stelt om een karakter, een persoon uit te beelden zonder dat dit noodzakelijk zijn eigen karakter hoeft te zijn.",C0086418
4923,4923,Clozapine,['C0009079'],224,233,"Away is de zeventiende aflevering van het negende seizoen van het tienerdrama ""Beverly Hills, 90210"", die voor het eerst werd uitgezonden op 3 maart 1999.Matt en Lauren zijn radeloos, via de legale weg kunnen zij niet aan Clozapine komen dus moeten zij nu kijken of zij op een illegale weg aan de pillen kunnen komen.",C0009079
4924,4924,sulfaten,['C3536965'],21,29,Isotopisch verrijkte sulfaten worden gebruikt als tracer in de hydrologie.,C3536965
4925,4925,COVID-19,"['C5203670', 'CL1381981']",8,16,Vanwege COVID-19 werd deze tournee uitgesteld tot het voorjaar van 2021 en uiteindelijk zelfs volledig geannuleerd.,C5203670
4926,4926,Volksgezondheid,['C0034019'],67,82,Hij is lid van het Folketing en Minister van Binnenlandse zaken en Volksgezondheid.,C0034019
4927,4927,Drank maakt meer kapot dan je lief is,['C0001956'],19,56,Dit lied gaat over Drank maakt meer kapot dan je lief is.,C0001956
4928,4928,waanaanval,['C0338818'],49,59,"de romance eindigt ermee dat de verteller in een waanaanval van jaloezie zijn vriendin met behulp van een brandblusser om het leven brengt (""Meurtre à l’extincteur"", ""Marilou sous la neige"") en dat zijn krankzinnigheid doorzet, hetgeen leidt tot opname in een inrichting (""Lunatic Asylum"").",C0338818
4929,4929,geslachtsverandering,['C0040630'],98,118,"Twee zestigplussers die als man zijn geboren en elkaar nooit eerder hebben ontmoet, bespreken hun geslachtsverandering met elkaar en de spijt die ze ervan kregen.",C0040630
4930,4930,traumatische,['C3203533'],92,104,"Het kind moet hard werken voor levensonderhoud, het lijdt honger, wordt mishandeld en maakt traumatische oorlogservaringen mee, zoals de afvoer van gevangenen uit het getto, de vlucht van de Wehrmacht-soldaten, het als bevrijders binnentrekken van het Rode Leger, gepaard gaande met beschietingen, verwoestingen, bombardementen, brandstichting, verkrachtingen en plunderingen.",C3203533
4931,4931,perniosis,['C0008058'],78,87,Wissel-voetbaden of wissel-handbaden worden weleens ingezet ter preventie van perniosis,C0008058
4932,4932,ATP,['C0001480'],102,105,een term uit de biologie die beschrijft hoe het metabolisme van een organisme energie (in de vorm van ATP) vrijmaakt uit chemische verbindingen.,C0001480
4933,4933,psychisch trauma,['C3203533'],82,98,Lucas heeft geen scholierenkaart omdat hij nooit op school is geweest vanwege een psychisch trauma.,C3203533
4934,4934,Aspergillose,['C0004030'],112,124,"Een galactomannaan komt ook voor in de celwand van ""Aspergillus"" en is in het bloed van patiënten met invasieve Aspergillose aantoonbaar met behulp van een ELISAtest.",C0004030
4935,4935,α-aminozuren,['C0002520'],240,252,"De Kabachnik-Fields-reactie is een organische reactie waarbij een aldehyde (soms een keton), een amine en een alkylester van fosforigzuur tot een α-aminofosfonaat worden omgezet:α-aminofosfonaten zijn belangrijke synthetische analoga van α-aminozuren.",C0002520
4936,4936,gezicht,['C0015450'],84,91,Radicaal 176Van de in totaal 214 Kangxi-radicalen heeft radicaal 176 de betekenis gezicht.,C0015450
4937,4937,afstoting,"['C0018133', 'C3280677', 'C3280678']",89,98,"De operatie slaagde, maar begin februari 2023 liet Slegers via social media weten dat de afstoting die volgde niet te stoppen is en hij is uitbehandeld.",C0018133
4938,4938,DMSO,['C0012403'],80,84,dit kan door het zout te verhitten met een imidazoliumzout en natriumacetaat in DMSO.,C0012403
4939,4939,DMSO,['C0012403'],80,84,dit kan door het zout te verhitten met een imidazoliumzout en natriumacetaat in DMSO.,C0012403
4940,4940,polymere structuur,['C0032521'],21,39,"Dit gebeurt door een polymere structuur aan te nemen, waarbij de helft van de chlooratomen als brug tussen de platina-atomen fungeert.",C0032521
4941,4941,coronavirus,"['C5203670', 'CL1381981']",88,99,In 2020 moesten de Bregenzer Festspiele worden geannuleerd vanwege het uitbraak van het coronavirus.,C5203670
4942,4942,luchtwegen,['C0035237'],61,71,"2-cyclopenten-1-on is irriterend voor de ogen, de huid en de luchtwegen.",C0035237
4943,4943,polymeren,['C0032521'],240,249,"Vanwege de hoge thermische en chemische stabiliteit kan het ook gebruikt worden als bindmiddel in aardewerk en keramische materialen, in zuurbestendige coatings, als pigment in temperatuurbestendige verven of als vlamvertragend additief in polymeren.",C0032521
4944,4944,dwerggroei,['C0001080'],253,263,"De uitgave was tijdens de Boekenweek van 2006 het boekenweekgeschenk.""Lemuel"" (Lemmy) is een lilliputter die al zijn hele leven in een Duits kunstmatig ingericht stadje genaamd ""Märchenstad Lilliput "" woont dat volledig bestaat uit mensen die ook aan dwerggroei lijden.",C0001080
4945,4945,levercellen,['C0023884'],59,70,Verder worden zij gebruikt als energiebron voor onder meer levercellen.,C0023884
4946,4946,Water,['C0043047'],2,7,"Water (HO) en ammoniak (NH) worden als liganden aangeduid door een specifieke naam, respectievelijk ""aqua"" en ""ammine"".",C0043047
4947,4947,"kindermaag, darm en leverarts",['C0017189'],32,61,"Bijleveld was een van de eerste kindermaag, darm en leverarts in Nederland.",C0017189
4948,4948,gameten,['C2718310'],43,50,Het hele proces van versmelten van de twee gameten tot een zygote heet syngamie.,C2718310
4949,4949,EDTA,['C0013618'],6,10,"IJzer-EDTAIJzer-EDTA is een chemische stof, een complex van ijzer en EDTA, die zowel geschikt is als ijzermeststof voor planten als voor een bron van ijzer in voeding voor mensen.",C0013618
4950,4950,As,['C0003818'],2,4,", As) naar de korrelgrenzen, zodat deze verzwakken.",C0003818
4951,4951,α-aminozuur,['C0002520'],71,82,Dit soort yliden kan bereid worden door een condensatiereactie van een α-aminozuur met een aldehyde of door een thermische ringopening van bepaalde N-gesubstitueerde aziridines.,C0002520
4952,4952,taxol,['C0144576'],246,251,"De belangrijkste toepassing van de Johnson-Corey-Chaykovski-reactie betreft de synthese van epoxiden, door reactie van het zwavelylide met een keton of aldehyde:Deze reactie is van belang geweest bij de ontwikkeling van een totaalsynthese voor taxol, een cytostaticum, door de onderzoeksgroep van de Amerikaanse scheikundige Samuel J. Danishefski:",C0144576
4953,4953,fijt,['C0152448'],138,142,"Zo bestond er de bloedzegen om bloed te stelpen, en er was een bespreking tegen de (denkbeeldige) hartworm, de tandworm en de vingerworm (fijt).",C0152448
4954,4954,antibiotica,['C0003232'],126,137,"De Mannich-reactie wordt gebruikt bij de organische synthese van natuurlijk voorkomende stoffen, zoals peptiden, nucleotiden, antibiotica en alkaloïden (zoals tropinon).",C0003232
4955,4955,metatarsale,['C0025584'],44,55,In feite hebben beide vormen nog een vijfde metatarsale.,C0025584
4956,4956,mitochondriën,['C0026237'],15,28,"Pyruvaat in de mitochondriën wordt door het pyruvaatcarboxylase omgezet in oxaalacetaat, een intermediair in de citroenzuurcyclus.",C0026237
4957,4957,Se,['C0036581'],129,131,"Verbindingen die structureel verwant zijn aan de fosfineoxiden zijn de imiden (RPNR) en de andere chalcogenides (RPE, met E = S, Se, Te).",C0036581
4958,4958,albino,"['C0001916', 'C0333913']",41,47,"Hij lijkt qua uiterlijk in niets op zijn albino moeder en wie zijn vader is, is onduidelijk.",C0001916
4959,4959,zwanger,['C0032961'],68,75,Gedurende het programma worden jonge vrouwen gevolgd die als tiener zwanger zijn geraakt.,C0032961
4960,4960,COVID-19,"['C5203670', 'CL1381981']",8,16,Vanwege COVID-19 werd het toernooi tot oktober uitgesteld.,C5203670
4961,4961,sacrale wervels,['C3669209'],183,198,"een rechterbovenkaaksbeen, een hersenpan, enkele botfragmenten van de schedel, een losse tand, de derde tot en met tiende halswervel, acht ruggenwervels, drie ribben, de twee voorste sacrale wervels en stukken van het achterste heiligbeen, een voorste staartwervel, beide schouderbladen, een ravenbeksbeen, een borstbeen, beide voorpoten, een darmbeen, de bovenkanten van beide schaambeenderen, en de achterpoten.",C3669209
4962,4962,polymeren,['C0032521'],88,97,"Het tijdschrift publiceert onderzoek uit de polymeerchemie, met een focus op praktische polymeren, zoals elastomeren, composieten, folies, membranen, coatings, lijmen en kunstvezels.",C0032521
4963,4963,polymeren,['C0032521'],199,208,"Het tijdschrift focust op onderzoek naar interactie van macromoleculen met biologische systemen, alsook op onderzoek naar biokatalyse, synthese van biologische macromoleculen, biologisch afbreekbare polymeren, biomimetiek en metabole processen.",C0032521
4964,4964,COVID-19,"['C5203670', 'CL1381981']",63,71,Dominissini overleed op 59-jarige leeftijd aan de gevolgen van COVID-19.,C5203670
4965,4965,sacrale wervels,['C3669209'],7,22,"van de sacrale wervels (een kenmerk dat echter ook voorkomt bij ""Suxhousaurus"");",C3669209
4966,4966,Goud,['C0018026'],50,54,"In 1688 kwam Bosman op 16-jarige leeftijd naar de Goud- Tand- en Slavenkust, het tegenwoordige Ghana.",C0018026
4967,4967,femur,['C0015811'],111,116,"De poten van kevers bestaan altijd uit de heup of coxa waarmee de poot aan het lichaam is bevestigd, de dij of femur, de scheen of tibia en ten slotte de voet of tarsus.",C0015811
4968,4968,tibia,['C0040184'],131,136,"De poten van kevers bestaan altijd uit de heup of coxa waarmee de poot aan het lichaam is bevestigd, de dij of femur, de scheen of tibia en ten slotte de voet of tarsus.",C0040184
4969,4969,corona,"['C5203670', 'CL1381981']",99,105,Op 9 april 2020 hebben de EU-ministers van Financiën overeenstemming bereikt over een breed pakket coronasteunmaatregelen voor de EU-economie als geheel.,C5203670
4970,4970,anemie,"['C0002871', 'C0162119']",138,144,"De oorzaken van een sinustachycardie zijn zeer divers, bijvoorbeeld emoties, onderliggend hartaandoening (hartfalen, kleplijden), koorts, anemie, sepsis, hormonale oorzaken (hyperthyreoidie, feochromocytoom), ondervulling door uitdroging of een bloeding, medicatie (theofylline, salbutamol), drugs zoals koffie en cocaine en alle andere condities die resulteren in stimulatie van de hartactiviteit.",C0002871
4971,4971,albino,"['C0001916', 'C0333913']",11,17,Het is een albino met halfdoorschijnend lichaam dat niet van kleur kan veranderen.,C0001916
4972,4972,taxol,['C0144576'],80,85,"In toepassing van deze synthesestrategie is de synthese van het ringsysteem van taxol, waarbij een [2+2+2] trimerisatie en een [4+2] cycloadditie gecombineerd worden.",C0144576
4973,4973,transpiratie,['C0038984'],15,27,Lichaamsvocht (transpiratie) verdampt in de omgevingslucht en koelt het lichaam.,C0038984
4974,4974,bijziend,['C0027092'],33,41,"Ligt het dichterbij, dan is men ""bijziend"" (myoop; situatie M in nevenstaande afbeelding).",C0027092
4975,4975,opperhuid,['C0014520'],104,113,In tegenstelling tot die van gewervelde dieren zijn ze samengesteld uit een verdikt membraan dat uit de opperhuid steekt.,C0014520
4976,4976,spijsverteringsstelsel,['C0017189'],4,26,Het spijsverteringsstelsel bestaat uit een buis die over de gehele lengte van het lichaam loopt.,C0017189
4977,4977,Methotrexaat,['C0025677'],85,97,"Abatacept wordt gebruikt wanneer onvoldoende gereageerd wordt op een behandeling met Methotrexaat of een combinatie van Methotrexaat en een TNF-α blokker, tocilizumab, rituximab of een ander (conventioneel) middel.",C0025677
4978,4978,taxol,['C0144576'],54,59,Deze reactie wordt toegepast in de totaalsynthese van taxol door Danishefsky.,C0144576
4979,4979,sacrale wervels,['C3669209'],19,34,"de onderkaken, zes sacrale wervels, tien voorste staartwervels, vijftien achterste staartwervels, de volledige eerste rib, ribfragmenten, een opperarmbeen, een spaakbeen, een ellepijp, delen van de handen, een bekken en een rechterdijbeen.",C3669209
4980,4980,Volksgezondheid,['C0034019'],97,112,"In de Kamer sprak ze onder meer over justitie, Binnenlandse Zaken, Financiën, de PTT, Onderwijs, Volksgezondheid en Sociale Zekerheid.",C0034019
4981,4981,COVID-19,"['C5203670', 'CL1381981']",55,63,Op 19 augustus 2020 overleed Jones aan de gevolgen van COVID-19.,C5203670
4982,4982,CO,['C0007012'],3,5,De CO-uitstoot is daardoor fors verminderd.,C0007012
4983,4983,therapeutische,['C0087111'],112,126,Van de warmwaterbronnen wordt gezegd dat er een genezende werking van uitgaat en daarom worden ze gebruikt voor therapeutische doeleinden.,C0087111
4984,4984,maagdarmsysteem,['C0017189'],51,66,"Bij verschillende variëteiten worden delen van het maagdarmsysteem van het varken (maag, dunne darm en dikke darm) gebruikt, wat de worst een typerende smaak geeft die niet door iedereen als aangenaam wordt ervaren.",C0017189
4985,4985,bicarbonaat,['C2722820'],104,115,"Een voorbeeld is het carbonaat-anion (CO): wanneer hieraan een waterstof wordt toegevoegd, ontstaat het bicarbonaatanion (meestal waterstofcarbonaat genoemd) met als brutoformule HCO.",C2722820
4986,4986,onderkoeling,['C0020672'],118,130,"De passagier werd met verwondingen aan het hoofd naar het ziekenhuis vervoerd, de andere drie werden behandeld wegens onderkoeling.",C0020672
4987,4987,soda,['C0074732'],115,119,"De wasketel werd ook (evenals een grote teil) gebruikt om de was in de week te zetten (een nachtje ""voorweken"" met soda;",C0074732
4988,4988,pedofiel,['C0030764'],134,142,"De spelende kinderen in de speeltuin worden in de gaten gehouden door een man van middelbare leeftijd, die de indruk wekt dat hij een pedofiel is.",C0030764
4989,4989,darm,['C0017189'],3,7,"De darm eindigt waar de romp smaller wordt en de staart ontmoet, die breed en peddelvormig is.",C0017189
4990,4990,COVID-19,"['C5203670', 'CL1381981']",51,59,Op 7 april 2020 overleed Prine aan de gevolgen van COVID-19.,C5203670
4991,4991,γ-aminozuur,['C0002520'],81,92,"PregabalinePregabaline (INN) of (""S"")-3-aminomethyl-5-methyl-hexaanzuur is een γ-aminozuur dat verwant is aan de neurotransmitter γ-aminoboterzuur (GABA).",C0002520
4992,4992,Sickbuildingsyndroom,['C0037050'],124,144,"Echter kan het bij (langdurige) blootstelling ook leiden tot gezondheidsproblemen voor gezonde mensen, denk hierbij aan het Sickbuildingsyndroom of een kalknagel.",C0037050
4993,4993,ether,['C0014994'],143,148,Zo kan di-ethylcadmium bereid worden via de reactie van cadmiumbromide met twee equivalenten van het Grignard-reagens ethylmagnesiumbromide in ether.,C0014994
4994,4994,maxilla,['C0024947'],44,51,"Het bestaat uit een linkerbovenkaaksbeen of maxilla met enkele tanden, één doorgebroken en drie nog niet doorgebroken.",C0024947
4995,4995,ziekten die het zenuwstelsel aantasten,['C0524851'],168,206,"Lewy-lichaampjeLewy-lichaampjes zijn abnormale samenklonteringen van eiwitten in zenuwcellen bij de ziekte van Parkinson, bij lewy-body-dementie en bij enkele andere ziekten die het zenuwstelsel aantasten.",C0524851
4996,5020,grampositieve,['C0200966'],121,134,"De soort valt onder de melkzuurbacteriën en is geïsoleerd uit Belgisch zuurdesembrood.""Lactobacillus crustorum"" is een grampositieve facultatief anaerobe staafvormige bacterie.",C0200966
4997,5021,grampositieve,['C0200966'],11,24,Het is een grampositieve facultatief anaerobe staafvormige bacterie.,C0200966
4998,5049,infectieziekten,"['C0001485', 'C0009450']",175,190,RijksvaccinatieprogrammaHet Rijksvaccinatieprogramma (RVP) is het landelijke vaccinatieprogramma in Nederland dat in 1957 is ingevoerd waarbij kinderen ingeënt worden tegen infectieziekten.,C0001485
4999,5050,haarvaten,"['C0006901', 'C0935624']",33,42,De larven gaan vervolgens via de haarvaten in de dwarsgestreepte spieren naar de spiervezelcellen en vormen daar voedingscellen.,C0006901
5000,5051,haarvaten,"['C0006901', 'C0935624']",33,42,De larven gaan vervolgens via de haarvaten in de dwarsgestreepte spieren naar de spiervezelcellen en vormen daar voedingscellen.,C0006901
5001,5052,Aids,['C0001175'],212,216,"Er was sprake van een verdubbeling van het aantal opvangplaatsen voor kinderen, een forse stijging van de pensioenen en was zijn regering er vroeg bij met een campagne waarin zij waarschuwde voor de gevolgen van Aids.",C0001175
5002,5053,maxillaire,['C0024947'],37,47,"De tanden zijn vrij klein, vooral de maxillaire die van de premaxillaire gescheiden zijn door een klein hiaat.",C0024947
5003,5054,dyspnoe,['C0013404'],38,45,"Asthma cardiale uit zich in ademnood (dyspnoe), wat door rechtop zitten kan verbeteren en door plat liggen verslechtert (orthopneu).",C0013404
5004,5055,maxillaire,['C0024947'],33,43,"De tanden van de onderkaak en de maxillaire tanden in de bovenkaak zijn driehoekig van vorm, meestal even breed als hoog.",C0024947
5005,5056,opgeblazen gevoel,['C0013395'],53,70,"Eiwitgebrek kan leiden tot een droge huid, oedeem en opgeblazen gevoel, terwijl ijzergebreksanemie kan leiden tot mentale lethargie en hartfalen.",C0013395
5006,5057,opgeblazen gevoel,['C0013395'],138,155,"Als er 100 tot 500 rondwormen voorkomen heeft de patiënt last van extreme vermoeidheid, ijzertekort door bloedverlies, buikpijn, diarree, opgeblazen gevoel en misselijkheid.",C0013395
5007,5058,analgetische werking,['C0002771'],119,139,"PiritramidePiritramide is de generieke naam voor het synthetische opioïde ""dipidolor"", een opioïde-agonist met sterk analgetische werking.",C0002771
5008,5059,Nocardia,['C0028240'],0,8,"Nocardia asteroides is een bacteriesoort behorende tot het geslacht ""Nocardia"" en valt onder de Nocardiaceae.",C0028240
5009,5060,Nocardia,['C0028240'],0,8,"Nocardia brasiliensis is een bacteriesoort behorende tot het geslacht ""Nocardia"" en valt onder de Nocardiaceae.",C0028240
5010,5061,COVID-19,"['C5203670', 'CL1381981']",113,121,Twee dagen voor de start van de Ronde van Frankrijk moest Trentin zich terugtrekken nadat hij positief testte op COVID-19.,C5203670
5011,5062,luchtweg,['C0035237'],148,156,"De greep kan ook gebruikt worden als een bewusteloos slachtoffer waarbij verdenking op wervelletsel bestaat de kinlift moet worden uitgevoerd om de luchtweg vrij te maken, of als het slachtoffer in de stabiele zijligging moet worden gelegd om luchtwegen en mond vrij te houden.",C0035237
5012,5063,femur,['C0015811'],29,34,"Het eerste deel is de dij of femur, de dij eindigt in een verdikking.",C0015811
5013,5064,COVID-19,"['C5203670', 'CL1381981']",62,70,Het peloton werd gedurende de coronacrisis ingezet om een met COVID-19 besmette bus te ontsmetten.,C5203670
5014,5065,verdoving,['C0002903'],79,88,"De operatie duurt in het algemeen circa 45 minuten, gebeurt onder plaatselijke verdoving en is hiermee volledig pijnloos.",C0002903
5015,5066,COVID-19,"['C5203670', 'CL1381981']",52,60,Ollongren liep na een bevestiging van een positieve COVID-19-test met haar notities over de binnenplaats van het Binnenhof en werd daarbij gefotografeerd.,C5203670
5016,5067,maag- darmkanaal,['C0017189'],66,82,"Zodra de niet-fermenteerbare voedingsvezels aan het einde van het maag- darmkanaal aankomen, lukt het de darmflora eveneens niet om deze niet-fermenteerbare voedingsvezels nog te fermenteren of af te breken.",C0017189
5017,5068,bilharzia,['C0029827'],66,75,De soorten uit diverse soorten zijn de veroorzakers van de ziekte bilharzia.,C0029827
5018,5069,Ni-,['C0028013'],35,38,"Op vergelijkbare wijze spelen Pd-, Ni-, Cu- en Fe-verbindingen een rol in koppelingsreacties van organomangaanverbindingen.",C0028013
5019,5070,maxillaire,['C0024947'],43,53,"het voorkomen van secundaire richels op de maxillaire tanden en de onderkaakstanden, die een patroon vormen van op elkaar toelopende halvemaanvormige structuren;",C0024947
5020,5071,DNA-onderzoek,['C0679560'],98,111,In 2009 werden de lichamen opgegraven en de volgende jaren werden er verschillende met behulp van DNA-onderzoek geïdentificeerd.,C0679560
5021,5072,gameten,['C2718310'],66,73,Deze zeeanemoon plant zich in het voorjaar en de zomer voort door gameten vrij te laten in de waterkolom waar ze worden bevrucht en zich ontwikkelen tot planula-larven.,C2718310
5022,5073,methylethylketon,['C0066367'],115,131,"2-butanonoxime2-butanonoxime of methylethylketoxime (MEKO) is een oxime, meer bepaald een ketoxime, afgeleid van methylethylketon (butanon).",C0066367
5023,5074,5-fluorouracil,['C0016360'],58,72,Het kan nodig zijn tijdens de procedure dit met medicatie 5-fluorouracil (5-FU) of Mitomycine-C te behandelen of zelfs de operatie te herhalen.,C0016360
5024,5075,COPD,['C0024117'],112,116,Tegenwoordig wordt astma apart benoemd en worden chronische bronchitis en longemfyseem samengevat onder de term COPD.,C0024117
5025,5076,luchtwegen,['C0035237'],37,47,De gaapworm komt voor in de bovenste luchtwegen en niet alleen bij kippen maar ook bij andere hoenders en een groot aantal in het wilde levende vogels.,C0035237
5026,5077,conversieverschijnselen,['C0009946'],174,197,"Ze hoestte zwaar en leed aan een verminderde eetlust, hoofdpijnen, aanvallen van opgewondenheid, vreemde gezichtsstoornissen, scheelheid en zelfs gedeeltelijke verlammingen (conversieverschijnselen).",C0009946
5027,5078,dikker,['C0028754'],32,38,Hoe komt het dat de mens steeds dikker en trager wordt en waar gaat de evolutie heen?,C0028754
5028,5079,blauw van kleur,['C0010520'],142,157,Aangezien deze na de geboorte automatisch begint te sluiten wordt de toevoer van zuurstofrijk bloed steeds minder waardoor de pasgeboren baby blauw van kleur wordt.,C0010520
5029,5080,atomen,['C0567415'],64,70,"In een bimoleculaire reactie reageren twee deeltjes (moleculen, atomen, ionen of radicalen) met elkaar:",C0567415
5030,5081,kinderpokken,['C0037354'],98,110,Van Leempoel senior was een van de pioniers in de Verenigde Provinciën van de inentingen tegen de kinderpokken.,C0037354
5031,5082,ATP,['C0001480'],104,107,"Polyadenylatie werd voor het eerst in 1960 ontdekt als een actief enzym in extracten van celkernen, die ATP in polyadenine konden polymeriseren, maar geen ADP in polyadenine.",C0001480
5032,5083,atomen,['C0567415'],71,77,de vrijkomende energie komt dan ten goede aan de warmtebeweging van de atomen.,C0567415
5033,5084,bult,['C0013604'],104,108,"De larven sterven door het menselijk afweermechanisme, maar een allergische reactie treedt op, jeukende bultjes op de huid.",C0013604
5034,5085,amnesie,"['C0002622', 'C0002625']",32,39,Bij gebruik kan sprake zijn van amnesie.,C0002622
5035,5086,COPD,['C0024117'],35,39,Baron overleed aan de gevolgen van COPD op 21 januari 2001 in een verpleeghuis in San Fernando Valley Californië.,C0024117
5036,5087,morbide obesitas,['C0028754'],61,77,"vermeldt dat haar doodsoorzaak nierfalen is, met als oorzaak morbide obesitas en bijfactor andere orgaanfalen.",C0028754
5037,5088,spijsverteringskanaal,['C0017189'],27,48,"De bewaarde inhoud van het spijsverteringskanaal van ""Schinderhannes"" is typerend voor roofdieren.",C0017189
5038,5089,polymere,['C0032521'],4,12,een polymere α-vorm en een hexamere β-vorm.,C0032521
5039,5090,schimmelziekte,['C0026946'],42,56,"Retrospectief bleek dit een uiting van de schimmelziekte chytridiomycose, die eind jaren negentig werd beschreven na massasterftes in westelijk Panama en Queensland.",C0026946
5040,5091,gameten,['C2718310'],55,62,"In plaats daarvan plant hij zich voort door middel van gameten, die hij produceert uit mesenchym.",C2718310
5041,5517,bilharzia,['C0029827'],103,112,Het meest bekend zijn de Schistosomatidae; soorten uit deze familie zijn de veroorzakers van de ziekte bilharzia.,C0029827
5042,5518,gameten,['C2718310'],60,67,"Bij de vorming van de diploïde zygote versmelten 2 haploïde gameten (plasmogamie) en hun celkernen (karyogamie), waarbij het aantal chromosomen in de nieuwe kern het dubbele aantal (2n) wordt van dat van de gameten (1n).",C2718310
5043,5519,geslachtsklieren,['C0018067'],67,83,Deze borstelworm is lichtbruin maar verandert in groen naarmate de geslachtsklieren volwassen worden en het broedseizoen nadert.,C0018067
5044,5520,traumatische,['C3203533'],6,18,"Om de traumatische herinneringen te verdringen, ontwierp Moscovich in 1949 zijn eerste puzzels.",C3203533
5045,5521,COVID-19,"['C5203670', 'CL1381981']",85,93,In april 2020 sloot het restaurant zijn deuren permanent nadat het als gevolg van de COVID-19-crisis faillissement had aangevraagd.,C5203670
